acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  theta_m[deg]  theta_c[deg]  theta_l[deg]
-0.728  -0.000  -0.003  -0.299  -80660.047  1.070  1.065
-0.728  -0.000  -0.003  -0.299  -80660.047  1.070  1.065
-1.053  -0.000  -0.006  -0.299  -80785.578  1.069  1.065
-1.053  -0.000  -0.006  -0.299  -80785.578  1.069  1.065
-1.276  -0.000  -0.007  -0.299  -80905.734  1.069  1.065
-1.276  -0.000  -0.007  -0.299  -80905.734  1.069  1.065
-1.430  -0.000  -0.020  -0.299  -81015.484  1.068  1.065
-1.430  -0.000  -0.020  -0.299  -81015.484  1.068  1.065
-1.490  -0.000  -0.035  -0.299  -81108.484  1.066  1.065
-1.490  -0.000  -0.035  -0.299  -81108.484  1.066  1.065
-1.444  -0.000  -0.054  -0.299  -81238.969  1.065  1.062
-1.444  -0.000  -0.054  -0.299  -81238.969  1.065  1.062
-1.444  -0.000  -0.054  -0.299  -81238.969  1.065  1.062
-1.369  -0.000  -0.071  -0.299  -81336.555  1.064  1.062
-1.363  -0.000  -0.092  -0.299  -81414.086  1.063  1.062
-1.438  -0.000  -0.108  -0.299  -81542.914  1.062  1.058
-1.652  -0.000  -0.125  -0.299  -81664.930  1.061  1.058
-1.795  -0.000  -0.127  -0.299  -81775.172  1.061  1.058
-1.795  -0.000  -0.126  -0.299  -81863.320  1.061  1.058
-1.630  -0.000  -0.118  -0.299  -81979.273  1.060  1.055
-1.224  -0.000  -0.097  -0.299  -82035.797  1.058  1.055
-1.224  -0.000  -0.097  -0.299  -82035.797  1.058  1.055
-0.893  -0.000  -0.112  -0.299  -82051.508  1.056  1.055
-0.893  -0.000  -0.112  -0.299  -82051.508  1.056  1.055
-0.596  -0.000  -0.119  -0.299  -82097.883  1.054  1.052
-0.596  -0.000  -0.119  -0.299  -82097.883  1.054  1.052
-0.377  -0.000  -0.127  -0.299  -82115.453  1.053  1.052
-0.377  -0.000  -0.127  -0.299  -82115.453  1.053  1.052
-0.272  -0.000  -0.141  -0.299  -82120.102  1.053  1.052
-0.272  -0.000  -0.141  -0.299  -82120.102  1.053  1.052
-0.282  -0.000  -0.150  -0.299  -82184.922  1.053  1.049
-0.282  -0.000  -0.150  -0.299  -82184.922  1.053  1.049
-0.355  -0.000  -0.153  -0.299  -82243.266  1.053  1.049
-0.355  -0.000  -0.153  -0.299  -82243.266  1.053  1.049
-0.435  -0.000  -0.143  -0.299  -82297.055  1.052  1.049
-0.435  -0.000  -0.143  -0.299  -82297.055  1.052  1.049
-0.439  -0.000  -0.131  -0.299  -82340.375  1.052  1.049
-0.439  -0.000  -0.131  -0.299  -82340.375  1.052  1.049
-0.319  -0.000  -0.111  -0.299  -82364.281  1.052  1.049
-0.319  -0.000  -0.111  -0.299  -82364.281  1.052  1.049
-0.319  -0.000  -0.111  -0.299  -82364.281  1.052  1.049
-0.072  -0.000  -0.095  -0.299  -82361.367  1.052  1.049
-0.072  -0.000  -0.095  -0.299  -82361.367  1.052  1.049
0.343  -0.000  -0.086  -0.299  -82322.102  1.051  1.049
0.343  -0.000  -0.086  -0.299  -82322.102  1.051  1.049
0.545  -0.000  -0.103  -0.299  -82332.953  1.051  1.046
0.545  -0.000  -0.103  -0.299  -82332.953  1.051  1.046
0.631  -0.000  -0.113  -0.299  -82334.023  1.051  1.046
0.631  -0.000  -0.113  -0.299  -82334.023  1.051  1.046
0.583  -0.000  -0.127  -0.299  -82339.125  1.051  1.046
0.583  -0.000  -0.127  -0.299  -82339.125  1.051  1.046
0.389  -0.000  -0.136  -0.299  -82360.469  1.051  1.046
0.389  -0.000  -0.136  -0.299  -82360.469  1.051  1.046
0.165  -0.000  -0.129  -0.299  -82397.484  1.051  1.046
0.165  -0.000  -0.129  -0.299  -82397.484  1.051  1.046
-0.088  -0.000  -0.126  -0.299  -82449.602  1.051  1.046
-0.088  -0.000  -0.126  -0.299  -82449.602  1.051  1.046
-0.236  -0.000  -0.115  -0.299  -82504.398  1.051  1.046
-0.255  -0.000  -0.101  -0.299  -82549.898  1.050  1.046
-0.222  -0.000  -0.110  -0.299  -82643.602  1.049  1.043
-0.162  -0.000  -0.124  -0.299  -82773.430  1.049  1.040
-0.122  -0.000  -0.144  -0.299  -82873.617  1.049  1.040
-0.260  -0.000  -0.166  -0.299  -82965.898  1.049  1.040
-0.502  -0.000  -0.184  -0.299  -83061.203  1.048  1.040
-0.853  -0.000  -0.202  -0.299  -83168.688  1.046  1.040
-1.164  -0.000  -0.199  -0.299  -83342.500  1.046  1.037
-1.164  -0.000  -0.199  -0.299  -83342.500  1.046  1.037
-1.364  -0.000  -0.200  -0.299  -83499.258  1.042  1.037
-1.364  -0.000  -0.200  -0.299  -83499.258  1.042  1.037
-1.502  -0.000  -0.207  -0.299  -83697.023  1.040  1.034
-1.502  -0.000  -0.207  -0.299  -83697.023  1.040  1.034
-1.564  -0.000  -0.224  -0.299  -83860.625  1.037  1.034
-1.564  -0.000  -0.224  -0.299  -83860.625  1.037  1.034
-1.502  -0.000  -0.240  -0.299  -84046.109  1.035  1.031
-1.502  -0.000  -0.240  -0.299  -84046.109  1.035  1.031
-1.566  -0.000  -0.279  -0.299  -84260.297  1.034  1.028
-1.566  -0.000  -0.279  -0.299  -84260.297  1.034  1.028
-1.700  -0.000  -0.309  -0.299  -84443.336  1.033  1.028
-1.700  -0.000  -0.309  -0.299  -84443.336  1.033  1.028
-1.928  -0.000  -0.338  -0.299  -84670.188  1.032  1.025
-1.928  -0.000  -0.338  -0.299  -84670.188  1.032  1.025
-2.164  -0.000  -0.352  -0.299  -84932.805  1.030  1.022
-2.164  -0.000  -0.352  -0.299  -84932.805  1.030  1.022
-2.294  -0.000  -0.348  -0.299  -85214.438  1.027  1.019
-2.294  -0.000  -0.348  -0.299  -85214.438  1.027  1.019
-2.294  -0.000  -0.348  -0.299  -85214.438  1.027  1.019
-2.367  -0.000  -0.350  -0.299  -85446.008  1.024  1.019
-2.367  -0.000  -0.350  -0.299  -85446.008  1.024  1.019
-2.265  -0.000  -0.353  -0.299  -85742.570  1.021  1.012
-2.265  -0.000  -0.353  -0.299  -85742.570  1.021  1.012
-2.098  -0.000  -0.370  -0.299  -85964.648  1.019  1.012
-2.098  -0.000  -0.370  -0.299  -85964.648  1.019  1.012
-1.805  -0.000  -0.374  -0.299  -86176.313  1.017  1.009
-1.805  -0.000  -0.374  -0.299  -86176.313  1.017  1.009
-1.525  -0.000  -0.390  -0.299  -86380.742  1.014  1.006
-1.525  -0.000  -0.390  -0.299  -86380.742  1.014  1.006
-1.199  -0.000  -0.396  -0.299  -86575.352  1.011  1.003
-1.199  -0.000  -0.396  -0.299  -86575.352  1.011  1.003
-1.086  -0.000  -0.417  -0.299  -86781.078  1.008  1.000
-1.086  -0.000  -0.417  -0.299  -86781.078  1.008  1.000
-1.095  -0.000  -0.431  -0.299  -87006.563  1.006  0.997
-1.231  -0.000  -0.442  -0.299  -87198.820  1.005  0.997
-1.319  -0.000  -0.437  -0.299  -87541.109  1.002  0.988
-1.247  -0.000  -0.431  -0.299  -87808.195  1.001  0.988
-1.006  -0.000  -0.415  -0.299  -88000.164  1.001  0.988
-0.676  -0.000  -0.410  -0.299  -88124.234  1.000  0.988
-0.365  -0.000  -0.403  -0.299  -88255.867  0.997  0.985
-0.002  -0.000  -0.396  -0.299  -88328.773  0.993  0.985
-0.002  -0.000  -0.396  -0.299  -88328.773  0.993  0.985
0.433  -0.000  -0.369  -0.299  -88408.594  0.989  0.982
0.433  -0.000  -0.369  -0.299  -88408.594  0.989  0.982
0.910  -0.000  -0.351  -0.299  -88490.117  0.986  0.979
0.910  -0.000  -0.351  -0.299  -88490.117  0.986  0.979
1.287  -0.000  -0.334  -0.299  -88581.945  0.984  0.976
1.287  -0.000  -0.334  -0.299  -88581.945  0.984  0.976
1.340  -0.000  -0.358  -0.299  -88650.609  0.985  0.976
1.340  -0.000  -0.358  -0.299  -88650.609  0.985  0.976
1.084  -0.000  -0.385  -0.299  -88788.555  0.986  0.973
1.084  -0.000  -0.385  -0.299  -88788.555  0.986  0.973
1.084  -0.000  -0.385  -0.299  -88788.555  0.986  0.973
0.722  -0.000  -0.397  -0.299  -88931.047  0.986  0.973
0.722  -0.000  -0.397  -0.299  -88931.047  0.986  0.973
0.428  -0.000  -0.384  -0.299  -89131.281  0.984  0.969
0.428  -0.000  -0.384  -0.299  -89131.281  0.984  0.969
0.285  -0.000  -0.367  -0.299  -89304.039  0.983  0.969
0.285  -0.000  -0.367  -0.299  -89304.039  0.983  0.969
0.299  -0.000  -0.337  -0.299  -89440.852  0.981  0.969
0.299  -0.000  -0.337  -0.299  -89440.852  0.981  0.969
0.484  -0.000  -0.300  -0.299  -89593.977  0.979  0.966
0.484  -0.000  -0.300  -0.299  -89593.977  0.979  0.966
0.733  -0.000  -0.276  -0.299  -89694.164  0.976  0.966
0.733  -0.000  -0.276  -0.299  -89694.164  0.976  0.966
1.088  -0.000  -0.266  -0.299  -89802.891  0.975  0.963
1.088  -0.000  -0.266  -0.299  -89802.891  0.975  0.963
1.457  -0.000  -0.265  -0.299  -89856.953  0.974  0.963
1.457  -0.000  -0.265  -0.299  -89856.953  0.974  0.963
1.804  -0.000  -0.272  -0.299  -89929.477  0.974  0.960
1.804  -0.000  -0.272  -0.299  -89929.477  0.974  0.960
1.857  -0.000  -0.282  -0.299  -89982.727  0.973  0.960
1.857  -0.000  -0.282  -0.299  -89982.727  0.973  0.960
1.569  -0.000  -0.295  -0.299  -90111.195  0.973  0.957
1.569  -0.000  -0.295  -0.299  -90111.195  0.973  0.957
1.111  -0.000  -0.292  -0.299  -90254.656  0.972  0.957
1.111  -0.000  -0.292  -0.299  -90254.656  0.972  0.957
1.111  -0.000  -0.292  -0.299  -90254.656  0.972  0.957
0.648  -0.000  -0.287  -0.299  -90410.484  0.971  0.957
0.201  -0.000  -0.286  -0.299  -90635.109  0.968  0.954
0.006  -0.000  -0.262  -0.299  -90892.242  0.967  0.951
0.032  -0.000  -0.252  -0.299  -91155.633  0.966  0.948
0.292  -0.000  -0.230  -0.299  -91342.992  0.965  0.948
0.488  -0.000  -0.245  -0.299  -91475.313  0.965  0.948
0.552  -0.000  -0.265  -0.299  -91575.297  0.963  0.948
0.531  -0.000  -0.272  -0.299  -91717.352  0.960  0.945
0.366  -0.000  -0.284  -0.299  -91845.523  0.956  0.945
0.366  -0.000  -0.284  -0.299  -91845.523  0.956  0.945
0.127  -0.000  -0.282  -0.299  -92029.563  0.952  0.942
0.127  -0.000  -0.282  -0.299  -92029.563  0.952  0.942
-0.096  -0.000  -0.280  -0.299  -92256.727  0.949  0.939
-0.096  -0.000  -0.280  -0.299  -92256.727  0.949  0.939
-0.405  -0.000  -0.298  -0.299  -92526.063  0.948  0.936
-0.405  -0.000  -0.298  -0.299  -92526.063  0.948  0.936
-0.848  -0.000  -0.326  -0.299  -92840.992  0.947  0.933
-0.848  -0.000  -0.326  -0.299  -92840.992  0.947  0.933
-1.266  -0.000  -0.358  -0.299  -93129.867  0.947  0.933
-1.266  -0.000  -0.358  -0.299  -93129.867  0.947  0.933
-1.266  -0.000  -0.358  -0.299  -93129.867  0.947  0.933
-1.586  -0.000  -0.372  -0.299  -93449.484  0.945  0.930
-1.586  -0.000  -0.372  -0.299  -93449.484  0.945  0.930
-1.628  -0.000  -0.373  -0.299  -93768.898  0.939  0.927
-1.628  -0.000  -0.373  -0.299  -93768.898  0.939  0.927
-1.652  -0.000  -0.381  -0.299  -94086.570  0.935  0.923
-1.652  -0.000  -0.381  -0.299  -94086.570  0.935  0.923
-1.504  -0.000  -0.355  -0.299  -94387.547  0.933  0.920
-1.504  -0.000  -0.355  -0.299  -94387.547  0.933  0.920
-1.242  -0.000  -0.344  -0.299  -94664.922  0.931  0.917
-1.242  -0.000  -0.344  -0.299  -94664.922  0.931  0.917
-0.987  -0.000  -0.345  -0.299  -94924.172  0.928  0.914
-0.987  -0.000  -0.345  -0.299  -94924.172  0.928  0.914
-0.760  -0.000  -0.364  -0.299  -95171.352  0.924  0.911
-0.760  -0.000  -0.364  -0.299  -95171.352  0.924  0.911
-0.554  -0.000  -0.388  -0.299  -95410.797  0.921  0.908
-0.554  -0.000  -0.388  -0.299  -95410.797  0.921  0.908
-0.601  -0.000  -0.431  -0.299  -95666.578  0.918  0.905
-0.601  -0.000  -0.431  -0.299  -95666.578  0.918  0.905
-0.896  -0.000  -0.468  -0.299  -95957.547  0.916  0.902
-0.896  -0.000  -0.468  -0.299  -95957.547  0.916  0.902
-1.317  -0.000  -0.480  -0.299  -96287.852  0.914  0.899
-1.317  -0.000  -0.480  -0.299  -96287.852  0.914  0.899
-1.648  -0.000  -0.473  -0.299  -96641.555  0.911  0.896
-1.753  -0.000  -0.451  -0.299  -96993.820  0.908  0.893
-1.752  -0.000  -0.438  -0.299  -97455.961  0.903  0.884
-1.432  -0.000  -0.426  -0.299  -97796.797  0.903  0.884
-1.021  -0.000  -0.437  -0.299  -98032.586  0.902  0.884
-0.483  -0.000  -0.431  -0.299  -98173.070  0.902  0.884
-0.047  -0.000  -0.444  -0.299  -98306.797  0.898  0.881
0.342  -0.000  -0.440  -0.299  -98439.227  0.892  0.877
0.342  -0.000  -0.440  -0.299  -98439.227  0.892  0.877
0.466  -0.000  -0.445  -0.299  -98594.289  0.885  0.874
0.466  -0.000  -0.445  -0.299  -98594.289  0.885  0.874
0.293  -0.000  -0.455  -0.299  -98793.875  0.880  0.871
0.293  -0.000  -0.455  -0.299  -98793.875  0.880  0.871
0.078  -0.000  -0.445  -0.299  -99032.781  0.878  0.868
0.078  -0.000  -0.445  -0.299  -99032.781  0.878  0.868
-0.211  -0.000  -0.461  -0.299  -99309.719  0.879  0.865
-0.211  -0.000  -0.461  -0.299  -99309.719  0.879  0.865
-0.211  -0.000  -0.461  -0.299  -99309.719  0.879  0.865
-0.619  -0.000  -0.505  -0.299  -99627.641  0.879  0.862
-0.619  -0.000  -0.505  -0.299  -99627.641  0.879  0.862
-0.943  -0.000  -0.516  -0.299  -99970.766  0.877  0.859
-0.943  -0.000  -0.516  -0.299  -99970.766  0.877  0.859
-1.007  -0.000  -0.501  -0.299  -100310.977  0.874  0.856
-1.007  -0.000  -0.501  -0.299  -100310.977  0.874  0.856
-0.901  -0.000  -0.473  -0.299  -100633.656  0.870  0.853
-0.901  -0.000  -0.473  -0.299  -100633.656  0.870  0.853
-0.408  -0.000  -0.419  -0.299  -100847.609  0.865  0.853
-0.408  -0.000  -0.419  -0.299  -100847.609  0.865  0.853
0.321  -0.000  -0.360  -0.299  -101013.930  0.862  0.850
0.321  -0.000  -0.360  -0.299  -101013.930  0.862  0.850
1.090  -0.000  -0.340  -0.299  -101138.563  0.859  0.847
1.090  -0.000  -0.340  -0.299  -101138.563  0.859  0.847
1.553  -0.000  -0.369  -0.299  -101257.234  0.858  0.844
1.553  -0.000  -0.369  -0.299  -101257.234  0.858  0.844
1.662  -0.000  -0.404  -0.299  -101402.602  0.857  0.841
1.662  -0.000  -0.404  -0.299  -101402.602  0.857  0.841
1.618  -0.000  -0.432  -0.299  -101522.703  0.857  0.841
1.618  -0.000  -0.432  -0.299  -101522.703  0.857  0.841
1.406  -0.000  -0.440  -0.299  -101697.813  0.855  0.838
1.406  -0.000  -0.440  -0.299  -101697.813  0.855  0.838
1.406  -0.000  -0.440  -0.299  -101697.813  0.855  0.838
0.884  -0.000  -0.438  -0.299  -101884.273  0.854  0.838
0.884  -0.000  -0.438  -0.299  -101884.273  0.854  0.838
0.481  -0.000  -0.390  -0.299  -102129.438  0.851  0.834
0.481  -0.000  -0.390  -0.299  -102129.438  0.851  0.834
0.280  -0.000  -0.347  -0.299  -102403.461  0.849  0.831
0.269  -0.000  -0.317  -0.299  -102623.445  0.848  0.831
0.571  -0.000  -0.296  -0.299  -102892.820  0.844  0.825
1.241  -0.000  -0.277  -0.299  -103048.414  0.844  0.825
1.909  -0.000  -0.284  -0.299  -103173.602  0.843  0.822
2.217  -0.000  -0.302  -0.299  -103246.180  0.843  0.822
2.251  -0.000  -0.295  -0.299  -103301.172  0.840  0.822
1.948  -0.000  -0.298  -0.299  -103432.313  0.837  0.819
1.948  -0.000  -0.298  -0.299  -103432.313  0.837  0.819
1.472  -0.000  -0.292  -0.299  -103579.508  0.834  0.819
1.472  -0.000  -0.292  -0.299  -103579.508  0.834  0.819
0.999  -0.000  -0.265  -0.299  -103799.570  0.832  0.816
0.999  -0.000  -0.265  -0.299  -103799.570  0.832  0.816
0.729  -0.000  -0.252  -0.299  -104059.750  0.830  0.813
0.729  -0.000  -0.252  -0.299  -104059.750  0.830  0.813
0.650  -0.000  -0.242  -0.299  -104274.648  0.830  0.813
0.650  -0.000  -0.242  -0.299  -104274.648  0.830  0.813
0.595  -0.000  -0.253  -0.299  -104511.531  0.829  0.810
0.595  -0.000  -0.253  -0.299  -104511.531  0.829  0.810
0.626  -0.000  -0.251  -0.299  -104698.070  0.826  0.810
0.626  -0.000  -0.251  -0.299  -104698.070  0.826  0.810
0.798  -0.000  -0.240  -0.299  -104892.078  0.823  0.807
0.798  -0.000  -0.240  -0.299  -104892.078  0.823  0.807
0.925  -0.000  -0.232  -0.299  -105096.117  0.820  0.804
0.925  -0.000  -0.232  -0.299  -105096.117  0.820  0.804
0.971  -0.000  -0.214  -0.299  -105255.016  0.817  0.804
0.971  -0.000  -0.214  -0.299  -105255.016  0.817  0.804
1.071  -0.000  -0.195  -0.299  -105433.375  0.816  0.801
1.071  -0.000  -0.195  -0.299  -105433.375  0.816  0.801
1.048  -0.000  -0.193  -0.299  -105577.930  0.815  0.801
1.048  -0.000  -0.193  -0.299  -105577.930  0.815  0.801
1.048  -0.000  -0.193  -0.299  -105577.930  0.815  0.801
0.852  -0.000  -0.210  -0.299  -105771.242  0.814  0.798
0.653  -0.000  -0.226  -0.299  -105943.398  0.811  0.798
0.653  -0.000  -0.226  -0.299  -105943.398  0.811  0.798
0.653  -0.000  -0.226  -0.299  -105943.398  0.811  0.798
0.520  -0.000  -0.223  -0.299  -106153.102  0.810  0.795
0.540  -0.000  -0.202  -0.299  -106379.188  0.808  0.792
0.540  -0.000  -0.202  -0.299  -106379.188  0.808  0.792
0.479  -0.000  -0.194  -0.299  -106565.266  0.806  0.792
0.479  -0.000  -0.194  -0.299  -106565.266  0.806  0.792
0.479  -0.000  -0.194  -0.299  -106565.266  0.806  0.792
0.305  -0.000  -0.205  -0.299  -106729.414  0.805  0.792
0.305  -0.000  -0.205  -0.299  -106729.414  0.805  0.792
0.222  -0.000  -0.194  -0.299  -106928.320  0.801  0.788
0.132  -0.000  -0.195  -0.299  -107155.539  0.799  0.785
0.083  -0.000  -0.202  -0.299  -107461.938  0.798  0.779
0.040  -0.000  -0.221  -0.299  -107710.625  0.797  0.779
-0.011  -0.000  -0.231  -0.299  -107913.969  0.796  0.779
-0.188  -0.000  -0.240  -0.299  -108092.234  0.796  0.779
-0.358  -0.000  -0.225  -0.299  -108310.102  0.793  0.776
-0.479  -0.000  -0.221  -0.299  -108494.977  0.789  0.776
-0.391  -0.000  -0.208  -0.299  -108634.813  0.789  0.776
-0.391  -0.000  -0.208  -0.299  -108634.813  0.789  0.776
-0.255  -0.000  -0.210  -0.299  -108855.039  0.780  0.770
-0.255  -0.000  -0.210  -0.299  -108855.039  0.780  0.770
-0.205  -0.000  -0.215  -0.299  -109086.766  0.777  0.767
-0.205  -0.000  -0.215  -0.299  -109086.766  0.777  0.767
-0.069  -0.000  -0.216  -0.299  -109259.852  0.775  0.767
-0.069  -0.000  -0.216  -0.299  -109259.852  0.775  0.767
0.062  -0.000  -0.220  -0.299  -109446.766  0.775  0.764
0.062  -0.000  -0.220  -0.299  -109446.766  0.775  0.764
-0.013  -0.000  -0.253  -0.299  -109602.820  0.775  0.764
-0.013  -0.000  -0.253  -0.299  -109602.820  0.775  0.764
-0.013  -0.000  -0.253  -0.299  -109602.820  0.775  0.764
-0.427  -0.000  -0.300  -0.299  -109824.688  0.774  0.761
-0.427  -0.000  -0.300  -0.299  -109824.688  0.774  0.761
-0.881  -0.000  -0.311  -0.299  -110102.695  0.770  0.758
-0.881  -0.000  -0.311  -0.299  -110102.695  0.770  0.758
-1.252  -0.000  -0.301  -0.299  -110357.828  0.768  0.758
-1.252  -0.000  -0.301  -0.299  -110357.828  0.768  0.758
-1.349  -0.000  -0.283  -0.299  -110630.633  0.766  0.755
-1.349  -0.000  -0.283  -0.299  -110630.633  0.766  0.755
-1.254  -0.000  -0.266  -0.299  -110900.461  0.764  0.752
-1.254  -0.000  -0.266  -0.299  -110900.461  0.764  0.752
-0.951  -0.000  -0.253  -0.299  -111149.367  0.761  0.749
-0.951  -0.000  -0.253  -0.299  -111149.367  0.761  0.749
-0.669  -0.000  -0.263  -0.299  -111383.406  0.757  0.746
-0.669  -0.000  -0.263  -0.299  -111383.406  0.757  0.746
-0.480  -0.000  -0.284  -0.299  -111553.625  0.755  0.746
-0.480  -0.000  -0.284  -0.299  -111553.625  0.755  0.746
-0.323  -0.000  -0.303  -0.299  -111735.891  0.752  0.742
-0.323  -0.000  -0.303  -0.299  -111735.891  0.752  0.742
-0.137  -0.000  -0.311  -0.299  -111925.289  0.750  0.739
-0.137  -0.000  -0.311  -0.299  -111925.289  0.750  0.739
-0.170  -0.000  -0.328  -0.299  -112139.844  0.749  0.736
-0.170  -0.000  -0.328  -0.299  -112139.844  0.749  0.736
-0.170  -0.000  -0.328  -0.299  -112139.844  0.749  0.736
-0.491  -0.000  -0.338  -0.299  -112339.875  0.747  0.736
-0.908  -0.000  -0.349  -0.299  -112597.086  0.745  0.733
-1.236  -0.000  -0.353  -0.299  -113012.664  0.742  0.724
-1.339  -0.000  -0.345  -0.299  -113353.961  0.742  0.724
-1.086  -0.000  -0.315  -0.299  -113604.102  0.742  0.724
-0.500  -0.000  -0.281  -0.299  -113751.867  0.740  0.724
0.106  -0.000  -0.271  -0.299  -113876.242  0.737  0.721
0.578  -0.000  -0.271  -0.299  -113933.563  0.733  0.721
0.904  -0.000  -0.272  -0.299  -113950.344  0.733  0.721
0.904  -0.000  -0.272  -0.299  -113950.344  0.733  0.721
1.142  -0.000  -0.271  -0.299  -114063.078  0.723  0.715
1.142  -0.000  -0.271  -0.299  -114063.078  0.723  0.715
1.309  -0.000  -0.255  -0.299  -114198.539  0.721  0.712
1.309  -0.000  -0.255  -0.299  -114198.539  0.721  0.712
1.300  -0.000  -0.261  -0.299  -114307.633  0.721  0.712
1.300  -0.000  -0.261  -0.299  -114307.633  0.721  0.712
1.300  -0.000  -0.261  -0.299  -114307.633  0.721  0.712
0.853  -0.000  -0.309  -0.299  -114494.836  0.723  0.709
0.853  -0.000  -0.309  -0.299  -114494.836  0.723  0.709
0.117  -0.000  -0.347  -0.299  -114710.016  0.723  0.709
0.117  -0.000  -0.347  -0.299  -114710.016  0.723  0.709
-0.659  -0.000  -0.362  -0.299  -115011.320  0.722  0.706
-0.659  -0.000  -0.362  -0.299  -115011.320  0.722  0.706
-1.199  -0.000  -0.361  -0.299  -115300.172  0.719  0.706
-1.199  -0.000  -0.361  -0.299  -115300.172  0.719  0.706
-1.249  -0.000  -0.324  -0.299  -115595.727  0.716  0.703
-1.249  -0.000  -0.324  -0.299  -115595.727  0.716  0.703
-0.922  -0.000  -0.278  -0.299  -115863.086  0.712  0.699
-0.922  -0.000  -0.278  -0.299  -115863.086  0.712  0.699
-0.310  -0.000  -0.229  -0.299  -116082.492  0.709  0.696
-0.310  -0.000  -0.229  -0.299  -116082.492  0.709  0.696
0.399  -0.000  -0.203  -0.299  -116254.977  0.706  0.693
0.399  -0.000  -0.203  -0.299  -116254.977  0.706  0.693
1.016  -0.000  -0.206  -0.299  -116337.797  0.704  0.693
1.016  -0.000  -0.206  -0.299  -116337.797  0.704  0.693
1.577  -0.000  -0.222  -0.299  -116414.266  0.702  0.690
1.577  -0.000  -0.222  -0.299  -116414.266  0.702  0.690
1.817  -0.000  -0.265  -0.299  -116454.031  0.701  0.690
1.817  -0.000  -0.265  -0.299  -116454.031  0.701  0.690
1.817  -0.000  -0.265  -0.299  -116454.031  0.701  0.690
1.464  -0.000  -0.313  -0.299  -116577.516  0.701  0.687
1.464  -0.000  -0.313  -0.299  -116577.516  0.701  0.687
0.776  -0.000  -0.326  -0.299  -116737.469  0.701  0.687
-0.092  -0.000  -0.336  -0.299  -117002.867  0.700  0.684
-1.038  -0.000  -0.346  -0.299  -117299.195  0.699  0.684
-1.832  -0.000  -0.361  -0.299  -117787.492  0.694  0.675
-2.255  -0.000  -0.358  -0.299  -118215.398  0.694  0.675
-2.140  -0.000  -0.337  -0.299  -118547.117  0.694  0.675
-1.580  -0.000  -0.312  -0.299  -118762.297  0.693  0.675
-0.763  -0.000  -0.286  -0.299  -118921.797  0.689  0.672
0.069  -0.000  -0.280  -0.299  -118975.125  0.683  0.672
0.069  -0.000  -0.280  -0.299  -118975.125  0.683  0.672
0.713  -0.000  -0.273  -0.299  -119020.656  0.676  0.669
0.713  -0.000  -0.273  -0.299  -119020.656  0.676  0.669
1.138  -0.000  -0.256  -0.299  -119079.438  0.670  0.666
1.138  -0.000  -0.256  -0.299  -119079.438  0.670  0.666
