acc_{hum}[rpm/s]  acc_{exo}[rpm/s]  vel_{hum}[rpm]  vel_{exo}[rpm]  vel_{motor}[rpm]  actual\_Vel[rpm]  Voltage[V]
-0.038  187.529  0.000  0.000  -45.332     58  0.367
-0.050  79.317  0.001  0.000  -39.078     58  0.367
-0.044  -8.222  -0.000  0.000  -60.066     52  0.329
-0.032  -111.162  -0.000  0.000  -64.351     45  0.285
-0.032  -111.162  -0.000  0.000  -64.351     45  0.285
-0.036  -254.105  -0.001  0.000  -81.817     39  0.247
-0.036  -254.105  -0.001  0.000  -81.817     39  0.247
-0.036  -254.105  -0.001  0.000  -81.817     39  0.247
-0.034  -423.246  0.000  0.000  -28.393     32  0.203
-0.030  -559.745  0.001  0.000  -2.571     21  0.133
-0.021  -629.661  -0.000  0.000  -22.222     18  0.114
-0.021  -629.661  -0.000  0.000  -22.222     18  0.114
-0.020  -670.484  -0.001  0.000  -39.907     14  0.089
-0.020  -670.484  -0.001  0.000  -39.907     14  0.089
-0.008  -687.801  0.000  0.000  -5.068     12  0.076
-0.008  -687.801  0.000  0.000  -5.068     12  0.076
-0.007  -688.811  -0.001  0.000  -34.629      9  0.057
-0.007  -688.811  -0.001  0.000  -34.629      9  0.057
-0.011  -677.637  -0.001  0.000  -51.691      6  0.038
-0.011  -617.306  -0.001  0.000  -52.119      4  0.025
-0.016  -526.427  -0.002  0.000  -62.891      3  0.019
-0.016  -526.427  -0.002  0.000  -62.891      3  0.019
-0.011  -427.983  -0.000  0.000  -3.079      2  0.013
-0.011  -427.983  -0.000  0.000  -3.079      2  0.013
-0.015  -335.953  -0.001  0.000  -19.932      1  0.006
-0.015  -335.953  -0.001  0.000  -19.932      1  0.006
-0.009  -261.920  -0.000  0.000  -5.623      0  0.000
-0.009  -261.920  -0.000  0.000  -5.623      0  0.000
0.001  -230.253  -0.000  0.000  -1.448     -1  0.006
0.008  -197.491  0.000  0.000  1.449     -1  0.006
0.010  -161.037  -0.000  0.000  -5.806     -1  0.006
0.028  -116.248  0.002  0.000  58.240     -1  0.006
0.037  -78.740  0.002  0.000  57.176     -1  0.006
0.038  -55.695  0.001  0.000  43.789     -1  0.006
0.035  -43.952  0.001  0.000  46.675     -1  0.006
0.024  -33.992  0.001  0.000  31.714     -1  0.006
0.022  -15.605  0.001  0.000  29.376      0  0.000
0.021  4.779  0.002  0.000  58.401      0  0.000
0.021  4.779  0.002  0.000  58.401      0  0.000
0.014  17.561  0.001  0.000  29.273      0  0.000
0.014  17.561  0.001  0.000  29.273      0  0.000
0.002  24.502  0.000  0.000  0.309      1  0.006
0.002  24.502  0.000  0.000  0.309      1  0.006
-0.004  26.619  0.001  0.000  30.663      1  0.006
-0.010  27.977  0.001  0.000  43.335      1  0.006
-0.004  30.020  0.002  0.000  54.662      1  0.006
-0.004  30.020  0.002  0.000  54.662      1  0.006
-0.004  30.020  0.002  0.000  54.662      1  0.006
0.009  36.455  0.003  0.000  90.646      2  0.013
0.015  39.538  0.002  0.000  77.206      2  0.013
0.015  39.538  0.002  0.000  77.206      2  0.013
0.022  42.037  0.002  0.000  82.971      3  0.019
0.022  42.037  0.002  0.000  82.971      3  0.019
0.036  39.905  0.005  0.000  152.259      3  0.019
0.049  44.954  0.005  0.000  173.307      4  0.025
0.049  44.954  0.005  0.000  173.307      4  0.025
0.078  53.516  0.008  0.000  259.716      5  0.032
0.078  53.516  0.008  0.000  259.716      5  0.032
0.094  68.335  0.008  0.000  258.779      7  0.044
0.099  103.128  0.008  0.000  271.973     11  0.070
0.099  103.128  0.008  0.000  271.973     11  0.070
0.099  103.128  0.008  0.000  271.973     11  0.070
0.105  182.110  0.009  0.000  280.738     21  0.133
0.105  182.110  0.009  0.000  280.738     21  0.133
0.106  465.773  0.009  0.000  252.554     63  0.399
0.102  962.788  0.009  0.000  209.559    109  0.690
0.103  1509.679  0.011  0.000  216.631    134  0.848
0.122  1971.208  0.016  0.000  383.322    149  0.943
0.160  2430.260  0.022  0.000  556.558    186  1.177
0.214  2740.214  0.026  0.000  692.259    193  1.222
0.286  2858.549  0.032  0.000  913.692    193  1.222
0.382  2854.213  0.039  0.000  1131.164    207  1.310
0.493  2736.713  0.048  0.000  1419.407    223  1.411
0.598  2592.624  0.054  0.000  1603.668    259  1.639
0.598  2592.624  0.054  0.000  1603.668    259  1.639
0.699  2559.131  0.062  0.000  1818.512    317  2.006
0.699  2559.131  0.062  0.000  1818.512    317  2.006
0.782  3015.838  0.069  0.000  1955.632    414  2.620
0.850  4209.412  0.078  0.000  2122.312    554  3.506
0.854  5749.447  0.079  0.000  2039.515    662  4.190
0.854  5749.447  0.079  0.000  2039.515    662  4.190
0.860  7500.566  0.088  0.000  2183.526    796  5.038
0.860  7500.566  0.088  0.000  2183.526    796  5.038
0.871  9354.127  0.096  0.000  2340.906    913  5.778
0.871  9354.127  0.096  0.000  2340.906    913  5.778
0.882  11475.659  0.105  0.000  2489.338   1106  7.000
0.882  11475.659  0.105  0.000  2489.338   1106  7.000
0.899  13666.011  0.115  0.000  2604.523   1285  8.133
0.899  13666.011  0.115  0.000  2604.523   1285  8.133
0.920  15631.396  0.124  0.000  2747.175   1433  9.070
0.906  17082.697  0.124  0.000  2610.556   1570  9.937
0.906  17082.697  0.124  0.000  2610.556   1570  9.937
0.880  17853.492  0.129  0.000  2678.285   1691  10.703
0.880  17853.492  0.129  0.000  2678.285   1691  10.703
0.865  18085.197  0.136  0.000  2801.596   1824  11.544
0.873  18124.297  0.147  0.000  3006.438   1968  12.456
0.873  18124.297  0.147  0.000  3006.438   1968  12.456
0.873  18124.297  0.147  0.000  3006.438   1968  12.456
0.907  17929.311  0.156  0.000  3221.757   2049  12.968
0.907  17929.311  0.156  0.000  3221.757   2049  12.968
0.915  17562.609  0.166  0.000  3410.802   2185  13.829
0.879  16903.311  0.165  0.000  3302.391   2286  14.468
0.847  15711.691  0.172  0.000  3462.773   2359  14.930
0.847  15711.691  0.172  0.000  3462.773   2359  14.930
0.836  14658.394  0.179  0.000  3608.368   2462  15.582
0.858  13839.030  0.189  0.000  3851.295   2542  16.089
0.900  14884.426  0.196  0.000  3705.975   2951  18.677
0.899  15744.613  0.203  0.000  3830.800   2985  18.892
0.877  15639.153  0.209  0.000  4048.684   2985  18.892
0.842  14737.119  0.214  0.000  4242.890   3012  19.063
0.820  13501.050  0.219  0.000  4427.133   3038  19.228
0.820  11985.841  0.227  0.000  4635.729   3058  19.354
0.820  10502.772  0.229  0.000  4684.336   3058  19.354
0.745  8922.155  0.229  0.000  4632.563   3081  19.500
0.745  8922.155  0.229  0.000  4632.563   3081  19.500
0.655  6883.047  0.231  0.000  4703.940   3096  19.595
0.655  6883.047  0.231  0.000  4703.940   3096  19.595
0.564  4518.386  0.234  0.000  4830.409   3115  19.715
0.483  2107.434  0.235  0.000  4850.029   3134  19.835
0.483  2107.434  0.235  0.000  4850.029   3134  19.835
0.391  1777.958  0.234  0.000  4774.058   3138  19.861
0.391  1777.958  0.234  0.000  4774.058   3138  19.861
0.391  1777.958  0.234  0.000  4774.058   3138  19.861
0.284  1992.357  0.230  0.000  4644.761   3142  19.886
0.181  1945.605  0.229  0.000  4616.894   3131  19.816
0.069  1540.403  0.226  0.000  4511.858   3127  19.791
0.069  1540.403  0.226  0.000  4511.858   3127  19.791
-0.048  872.149  0.221  0.000  4367.529   3114  19.709
-0.048  872.149  0.221  0.000  4367.529   3114  19.709
-0.144  293.659  0.216  0.000  4209.088   3108  19.671
-0.144  293.659  0.216  0.000  4209.088   3108  19.671
-0.257  -25.994  0.208  0.000  3915.044   3112  19.696
-0.257  -25.994  0.208  0.000  3915.044   3112  19.696
-0.377  -117.112  0.203  0.000  3742.590   3102  19.633
-0.503  -183.428  0.194  0.000  3438.119   3106  19.658
-0.569  -368.289  0.194  0.000  3414.423   3111  19.690
-0.569  -368.289  0.194  0.000  3414.423   3111  19.690
-0.569  -368.289  0.194  0.000  3414.423   3111  19.690
-0.576  -458.654  0.195  0.000  3450.686   3111  19.690
-0.576  -458.654  0.195  0.000  3450.686   3111  19.690
-0.551  -374.172  0.194  0.000  3421.784   3120  19.747
-0.505  -40.895  0.194  0.000  3392.960   3141  19.880
-0.413  368.500  0.196  0.000  3438.564   3157  19.981
-0.295  972.624  0.198  0.000  3450.533   3213  20.335
-0.130  1409.601  0.206  0.000  3731.403   3218  20.367
0.070  1639.261  0.215  0.000  4038.801   3218  20.367
0.229  1783.312  0.218  0.000  4127.848   3222  20.392
0.337  1800.786  0.216  0.000  4089.511   3224  20.405
0.353  1727.758  0.214  0.000  3989.614   3224  20.405
0.341  1561.526  0.213  0.000  3969.531   3224  20.405
0.296  1264.815  0.210  0.000  3860.365   3226  20.418
0.296  1264.815  0.210  0.000  3860.365   3226  20.418
0.170  861.626  0.200  0.000  3504.406   3224  20.405
-0.022  463.146  0.189  0.000  3154.646   3225  20.411
-0.022  463.146  0.189  0.000  3154.646   3225  20.411
-0.254  119.218  0.179  0.000  2801.319   3226  20.418
-0.254  119.218  0.179  0.000  2801.319   3226  20.418
-0.495  49.860  0.172  0.000  2548.259   3221  20.386
-0.646  20.949  0.172  0.000  2572.472   3216  20.354
-0.646  20.949  0.172  0.000  2572.472   3216  20.354
-0.711  -98.558  0.170  0.000  2513.559   3203  20.272
-0.711  -98.558  0.170  0.000  2513.559   3203  20.272
-0.743  -352.064  0.164  0.000  2325.069   3181  20.133
-0.743  -352.064  0.164  0.000  2325.069   3181  20.133
-0.746  -637.096  0.160  0.000  2195.024   3170  20.063
-0.746  -637.096  0.160  0.000  2195.024   3170  20.063
-0.710  -924.319  0.159  0.000  2169.933   3152  19.949
-0.710  -924.319  0.159  0.000  2169.933   3152  19.949
-0.589  -1139.847  0.163  0.000  2335.133   3143  19.892
-0.420  -1249.081  0.165  0.000  2407.396   3140  19.873
-0.235  -1328.053  0.172  0.000  2641.613   3132  19.823
-0.235  -1328.053  0.172  0.000  2641.613   3132  19.823
-0.091  -1455.033  0.171  0.000  2647.787   3111  19.690
-0.091  -1455.033  0.171  0.000  2647.787   3111  19.690
-0.022  -1686.257  0.167  0.000  2529.910   3071  19.437
-0.022  -1686.257  0.167  0.000  2529.910   3071  19.437
-0.008  -2303.174  0.164  0.000  2520.693   2974  18.823
-0.008  -2303.174  0.164  0.000  2520.693   2974  18.823
-0.012  -3231.836  0.158  0.000  2426.258   2881  18.234
-0.038  -4275.263  0.154  0.000  2361.487   2811  17.791
-0.113  -6047.069  0.149  0.000  2397.574   2611  16.525
-0.214  -7496.782  0.147  0.000  2346.352   2594  16.418
-0.326  -8348.491  0.143  0.000  2227.866   2594  16.418
-0.420  -8620.350  0.138  0.000  2044.736   2577  16.310
-0.489  -8406.975  0.135  0.000  1963.783   2553  16.158
-0.513  -7785.275  0.129  0.000  1790.926   2532  16.025
-0.496  -6708.070  0.128  0.000  1780.691   2532  16.025
-0.491  -5479.380  0.123  0.000  1645.655   2488  15.747
-0.495  -4456.332  0.117  0.000  1463.439   2441  15.449
-0.495  -4456.332  0.117  0.000  1463.439   2441  15.449
-0.543  -3822.779  0.106  0.000  1169.667   2371  15.006
-0.543  -3822.779  0.106  0.000  1169.667   2371  15.006
-0.543  -3822.779  0.106  0.000  1169.667   2371  15.006
-0.599  -3577.306  0.100  0.000  1019.999   2298  14.544
-0.624  -5052.599  0.099  0.000  1212.019   2109  13.348
-0.646  -6746.800  0.093  0.000  1096.169   2038  12.899
-0.646  -6746.800  0.093  0.000  1096.169   2038  12.899
-0.661  -8197.500  0.088  0.000  986.277   1950  12.342
-0.661  -8197.500  0.088  0.000  986.277   1950  12.342
-0.684  -9253.024  0.082  0.000  839.150   1877  11.880
-0.684  -9253.024  0.082  0.000  839.150   1877  11.880
-0.713  -10270.876  0.073  0.000  648.945   1758  11.127
-0.713  -10270.876  0.073  0.000  648.945   1758  11.127
-0.759  -11362.174  0.065  0.000  500.411   1636  10.354
-0.739  -12306.458  0.064  0.000  635.468   1519  9.614
-0.708  -12850.255  0.060  0.000  557.172   1449  9.171
-0.708  -12850.255  0.060  0.000  557.172   1449  9.171
-0.708  -12850.255  0.060  0.000  557.172   1449  9.171
-0.706  -12892.221  0.050  0.000  289.060   1360  8.608
-0.759  -12698.465  0.039  0.000  25.876   1232  7.797
-0.759  -12698.465  0.039  0.000  25.876   1232  7.797
-0.840  -12297.016  0.029  0.000  -224.170   1148  7.266
-0.840  -12297.016  0.029  0.000  -224.170   1148  7.266
-0.879  -12450.623  0.022  0.000  -351.546   1053  6.665
-0.868  -12854.969  0.023  0.000  -172.980    911  5.766
-0.843  -13165.792  0.018  0.000  -225.623    804  5.089
-0.817  -14823.858  0.011  0.000  -39.550    375  2.373
-0.814  -16061.468  0.003  0.000  -203.732    342  2.165
-0.823  -16445.564  -0.003  0.000  -428.769    342  2.165
-0.786  -16218.100  -0.008  0.000  -607.011    299  1.892
-0.713  -15314.509  -0.010  0.000  -665.711    262  1.658
-0.646  -14030.118  -0.013  0.000  -702.136    214  1.354
-0.608  -12430.617  -0.018  0.000  -809.721    214  1.354
-0.608  -12430.617  -0.018  0.000  -809.721    214  1.354
-0.600  -10839.469  -0.022  0.000  -864.986    118  0.747
-0.600  -10839.469  -0.022  0.000  -864.986    118  0.747
-0.584  -9091.087  -0.023  0.000  -819.934     48  0.304
-0.518  -7516.704  -0.024  0.000  -788.646    -49  0.310
-0.518  -7516.704  -0.024  0.000  -788.646    -49  0.310
-0.436  -6184.119  -0.025  0.000  -713.358   -142  0.899
-0.436  -6184.119  -0.025  0.000  -713.358   -142  0.899
-0.359  -7059.029  -0.026  0.000  -653.861   -230  1.456
-0.359  -7059.029  -0.026  0.000  -653.861   -230  1.456
-0.290  -8433.771  -0.025  0.000  -533.846   -325  2.057
-0.290  -8433.771  -0.025  0.000  -533.846   -325  2.057
-0.233  -9451.896  -0.026  0.000  -467.036   -402  2.544
-0.233  -9451.896  -0.026  0.000  -467.036   -402  2.544
-0.193  -9901.262  -0.028  0.000  -472.754   -456  2.886
-0.167  -9781.739  -0.031  0.000  -561.818   -492  3.114
-0.142  -9297.641  -0.032  0.000  -571.776   -506  3.203
-0.142  -9297.641  -0.032  0.000  -571.776   -506  3.203
-0.138  -8309.325  -0.034  0.000  -635.728   -510  3.228
-0.138  -8309.325  -0.034  0.000  -635.728   -510  3.228
-0.154  -7262.200  -0.035  0.000  -669.709   -515  3.259
-0.154  -7262.200  -0.035  0.000  -669.709   -515  3.259
-0.153  -6003.120  -0.034  0.000  -616.556   -524  3.316
-0.153  -6003.120  -0.034  0.000  -616.556   -524  3.316
-0.126  -4614.792  -0.030  0.000  -483.499   -538  3.405
-0.126  -4614.792  -0.030  0.000  -483.499   -538  3.405
-0.083  -3388.251  -0.028  0.000  -390.438   -554  3.506
-0.046  -2375.017  -0.028  0.000  -385.632   -559  3.538
-0.046  -2375.017  -0.028  0.000  -385.632   -559  3.538
0.017  -1666.500  -0.025  0.000  -268.711   -560  3.544
0.095  -1202.853  -0.021  0.000  -157.518   -555  3.513
0.169  -536.237  -0.019  0.000  -145.572   -482  3.051
0.211  55.790  -0.019  0.000  -161.193   -475  3.006
0.226  631.549  -0.020  0.000  -224.494   -458  2.899
0.199  1071.197  -0.023  0.000  -307.329   -458  2.899
0.154  1479.772  -0.022  0.000  -307.120   -436  2.759
0.130  1913.089  -0.018  0.000  -180.562   -407  2.576
0.130  2295.167  -0.014  0.000  -87.807   -385  2.437
0.143  2435.694  -0.012  0.000  -5.127   -385  2.437
0.133  2422.756  -0.012  0.000  -40.258   -363  2.297
0.138  2275.204  -0.010  0.000  2.243   -340  2.152
0.138  2275.204  -0.010  0.000  2.243   -340  2.152
0.138  2275.204  -0.010  0.000  2.243   -340  2.152
0.158  2104.041  -0.009  0.000  20.678   -310  1.962
0.197  2398.282  -0.006  0.000  68.026   -265  1.677
0.197  2398.282  -0.006  0.000  68.026   -265  1.677
0.222  2756.317  -0.006  0.000  33.041   -240  1.519
0.222  2756.317  -0.006  0.000  33.041   -240  1.519
0.221  3106.158  -0.006  0.000  -2.554   -207  1.310
0.184  3296.643  -0.007  0.000  -57.108   -172  1.089
0.184  3296.643  -0.007  0.000  -57.108   -172  1.089
0.127  3393.207  -0.008  0.000  -102.055   -148  0.937
0.127  3393.207  -0.008  0.000  -102.055   -148  0.937
0.078  3493.338  -0.009  0.000  -171.343   -129  0.816
0.078  3493.338  -0.009  0.000  -171.343   -129  0.816
0.045  3614.808  -0.009  0.000  -185.204   -108  0.684
0.024  3564.631  -0.009  0.000  -204.236    -94  0.595
0.009  3283.837  -0.006  0.000  -116.562    -95  0.601
0.001  2777.835  -0.006  0.000  -100.994    -95  0.601
0.001  2777.835  -0.006  0.000  -100.994    -95  0.601
-0.006  2152.029  -0.006  0.000  -111.503   -103  0.652
-0.006  2152.029  -0.006  0.000  -111.503   -103  0.652
0.019  1582.861  -0.004  0.000  -17.388   -110  0.696
0.019  1582.861  -0.004  0.000  -17.388   -110  0.696
0.053  1063.728  -0.002  0.000  57.388   -111  0.703
0.090  622.226  -0.000  0.000  102.007   -111  0.703
0.110  450.890  -0.001  0.000  43.596    -77  0.487
0.109  371.224  -0.003  0.000  -30.970    -73  0.462
0.082  329.689  -0.005  0.000  -95.879    -73  0.462
0.041  381.461  -0.007  0.000  -167.816    -67  0.424
-0.007  536.481  -0.008  0.000  -205.302    -59  0.373
-0.027  693.032  -0.006  0.000  -140.722    -55  0.348
-0.032  804.640  -0.003  0.000  -60.488    -55  0.348
-0.042  809.426  -0.003  0.000  -53.509    -56  0.354
-0.042  809.426  -0.003  0.000  -53.509    -56  0.354
-0.036  669.511  -0.003  0.000  -32.921    -61  0.386
-0.036  669.511  -0.003  0.000  -32.921    -61  0.386
-0.017  411.028  -0.003  0.000  -24.000    -68  0.430
-0.017  411.028  -0.003  0.000  -24.000    -68  0.430
0.009  99.123  -0.003  0.000  -35.898    -72  0.456
0.009  99.123  -0.003  0.000  -35.898    -72  0.456
0.037  -35.681  -0.003  0.000  -16.689    -74  0.468
0.037  -35.681  -0.003  0.000  -16.689    -74  0.468
0.050  -85.524  -0.004  0.000  -51.525    -70  0.443
0.049  -115.747  -0.004  0.000  -61.637    -65  0.411
0.024  -137.980  -0.005  0.000  -117.140    -63  0.399
0.024  -137.980  -0.005  0.000  -117.140    -63  0.399
-0.023  -122.243  -0.008  0.000  -203.740    -60  0.380
-0.023  -122.243  -0.008  0.000  -203.740    -60  0.380
-0.057  -62.704  -0.008  0.000  -207.448    -59  0.373
-0.057  -62.704  -0.008  0.000  -207.448    -59  0.373
-0.070  19.462  -0.007  0.000  -191.076    -61  0.386
-0.070  19.462  -0.007  0.000  -191.076    -61  0.386
-0.070  69.250  -0.006  0.000  -147.376    -70  0.443
-0.063  2.050  -0.006  0.000  -124.096    -86  0.544
-0.063  2.050  -0.006  0.000  -124.096    -86  0.544
-0.047  -165.429  -0.005  0.000  -79.245    -94  0.595
-0.047  -165.429  -0.005  0.000  -79.245    -94  0.595
-0.030  -377.142  -0.005  0.000  -60.486   -102  0.646
-0.030  -377.142  -0.005  0.000  -60.486   -102  0.646
-0.014  -562.137  -0.006  0.000  -100.296   -104  0.658
-0.014  -562.137  -0.006  0.000  -100.296   -104  0.658
-0.012  -677.328  -0.008  0.000  -174.172   -106  0.671
-0.010  -697.509  -0.009  0.000  -203.284   -103  0.652
-0.018  -735.292  -0.010  0.000  -223.090   -116  0.734
-0.055  -734.533  -0.013  0.000  -319.320   -117  0.741
-0.094  -669.455  -0.014  0.000  -367.379   -117  0.741
-0.133  -549.204  -0.016  0.000  -428.996   -120  0.759
-0.159  -453.492  -0.017  0.000  -447.218   -129  0.816
-0.167  -459.149  -0.016  0.000  -400.193   -139  0.880
-0.154  -489.645  -0.015  0.000  -383.241   -139  0.880
-0.128  -621.940  -0.015  0.000  -366.100   -158  1.000
-0.110  -867.650  -0.017  0.000  -406.634   -188  1.190
-0.110  -867.650  -0.017  0.000  -406.634   -188  1.190
-0.103  -1164.905  -0.019  0.000  -439.144   -212  1.342
-0.103  -1164.905  -0.019  0.000  -439.144   -212  1.342
-0.112  -1469.465  -0.023  0.000  -550.681   -238  1.506
-0.128  -1877.519  -0.026  0.000  -621.180   -270  1.709
-0.145  -2236.468  -0.026  0.000  -600.791   -286  1.810
-0.145  -2236.468  -0.026  0.000  -600.791   -286  1.810
-0.165  -2524.266  -0.028  0.000  -629.799   -309  1.956
-0.165  -2524.266  -0.028  0.000  -629.799   -309  1.956
-0.203  -2734.765  -0.031  0.000  -728.734   -332  2.101
-0.203  -2734.765  -0.031  0.000  -728.734   -332  2.101
-0.253  -2986.111  -0.035  0.000  -832.739   -372  2.354
-0.253  -2986.111  -0.035  0.000  -832.739   -372  2.354
-0.302  -3269.718  -0.040  0.000  -962.089   -411  2.601
-0.302  -3269.718  -0.040  0.000  -962.089   -411  2.601
-0.335  -3513.671  -0.043  0.000  -997.473   -455  2.880
-0.334  -3803.943  -0.042  0.000  -928.947   -507  3.209
-0.334  -3803.943  -0.042  0.000  -928.947   -507  3.209
-0.323  -4132.672  -0.043  0.000  -920.421   -549  3.475
-0.323  -4132.672  -0.043  0.000  -920.421   -549  3.475
-0.309  -4460.991  -0.046  0.000  -970.942   -593  3.753
-0.309  -4460.991  -0.046  0.000  -970.942   -593  3.753
-0.307  -4841.681  -0.049  0.000  -1007.489   -647  4.095
-0.307  -4841.681  -0.049  0.000  -1007.489   -647  4.095
-0.312  -5238.490  -0.052  0.000  -1053.212   -691  4.373
-0.312  -5238.490  -0.052  0.000  -1053.212   -691  4.373
