SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  K_ff  Kp_A  Ki_A  Kp_F  Kd_F  Amp
1090.557    358   -2.285  -2.568  -0.145  306.689  140.000  41.400  52.600  4.715  0.655  100000
1361.851    799   -3.516  -3.878  -0.248  343.023  140.000  41.400  52.600  4.715  0.655  100000
1361.851    799   -3.516  -3.878  -0.248  343.023  140.000  41.400  52.600  4.715  0.655  100000
1561.735   1010   -4.219  -4.677  -0.365  330.916  140.000  41.400  52.600  4.715  0.655  100000
1561.735   1010   -4.219  -4.677  -0.365  330.916  140.000  41.400  52.600  4.715  0.655  100000
1806.773   1263   -4.922  -5.387  -0.461  359.977  140.000  41.400  52.600  4.715  0.655  100000
1806.773   1263   -4.922  -5.387  -0.461  359.977  140.000  41.400  52.600  4.715  0.655  100000
2193.486   1468   -5.449  -5.962  -0.555  442.575  140.000  41.400  52.600  4.715  0.655  100000
2193.486   1468   -5.449  -5.962  -0.555  442.575  140.000  41.400  52.600  4.715  0.655  100000
2537.782   1698   -5.977  -6.367  -0.586  441.726  140.000  41.400  52.600  4.715  0.655  100000
2537.782   1698   -5.977  -6.367  -0.586  441.726  140.000  41.400  52.600  4.715  0.655  100000
2958.950   2052   -6.152  -6.579  -0.624  508.024  140.000  41.400  52.600  4.715  0.655  100000
2958.950   2052   -6.152  -6.579  -0.624  508.024  140.000  41.400  52.600  4.715  0.655  100000
3339.957   2406   -6.504  -6.578  -0.526  496.838  140.000  41.400  52.600  4.715  0.655  100000
3339.957   2406   -6.504  -6.578  -0.526  496.838  140.000  41.400  52.600  4.715  0.655  100000
3709.024   2788   -6.504  -6.353  -0.365  521.193  140.000  41.400  52.600  4.715  0.655  100000
3709.024   2788   -6.504  -6.353  -0.365  521.193  140.000  41.400  52.600  4.715  0.655  100000
4082.993   2797   -6.328  -5.886  -0.131  538.130  140.000  41.400  52.600  4.715  0.655  100000
4082.993   2797   -6.328  -5.886  -0.131  538.130  140.000  41.400  52.600  4.715  0.655  100000
4330.045   1272   -5.801  -5.218  0.108  509.973  140.000  41.400  52.600  4.715  0.655  100000
4330.045   1272   -5.801  -5.218  0.108  509.973  140.000  41.400  52.600  4.715  0.655  100000
4330.045   1272   -5.801  -5.218  0.108  509.973  140.000  41.400  52.600  4.715  0.655  100000
4520.167   1203   -5.098  -4.513  0.299  502.145  140.000  41.400  52.600  4.715  0.655  100000
4520.167   1203   -5.098  -4.513  0.299  502.145  140.000  41.400  52.600  4.715  0.655  100000
4951.255   1219   -4.043  -3.220  0.539  606.369  140.000  41.400  52.600  4.715  0.655  100000
4951.255   1219   -4.043  -3.220  0.539  606.369  140.000  41.400  52.600  4.715  0.655  100000
5286.343    734   -3.164  -2.252  0.764  600.630  140.000  41.400  52.600  4.715  0.655  100000
5286.343    734   -3.164  -2.252  0.764  600.630  140.000  41.400  52.600  4.715  0.655  100000
5600.778    531   -2.461  -1.284  1.039  601.302  140.000  41.400  52.600  4.715  0.655  100000
5600.778    531   -2.461  -1.284  1.039  601.302  140.000  41.400  52.600  4.715  0.655  100000
5893.341    505   -1.758  -0.303  1.361  607.480  140.000  41.400  52.600  4.715  0.655  100000
6296.263    618   -1.055  0.669  1.716  671.449  140.000  41.400  52.600  4.715  0.655  100000
6556.009    966   3.340  5.263  2.073  633.406  140.000  41.400  52.600  4.715  0.655  100000
6530.544    941   4.043  5.905  2.335  529.764  140.000  41.400  52.600  4.715  0.655  100000
6583.399    926   4.746  6.550  2.524  553.567  140.000  41.400  52.600  4.715  0.655  100000
6976.143    926   4.746  6.550  2.675  701.508  140.000  41.400  52.600  4.715  0.655  100000
7335.706    885   5.273  7.210  2.843  707.030  140.000  41.400  52.600  4.715  0.655  100000
7557.871    911   5.977  7.843  2.953  679.506  140.000  41.400  52.600  4.715  0.655  100000
7851.629    911   5.977  7.843  3.040  719.990  140.000  41.400  52.600  4.715  0.655  100000
7851.629    911   5.977  7.843  3.040  719.990  140.000  41.400  52.600  4.715  0.655  100000
7926.376    818   7.207  9.142  3.135  637.818  140.000  41.400  52.600  4.715  0.655  100000
7926.376    818   7.207  9.142  3.135  637.818  140.000  41.400  52.600  4.715  0.655  100000
7846.433    830   7.910  9.795  3.193  574.019  140.000  41.400  52.600  4.715  0.655  100000
7846.433    830   7.910  9.795  3.193  574.019  140.000  41.400  52.600  4.715  0.655  100000
7933.768    847   8.613  10.506  3.242  633.173  140.000  41.400  52.600  4.715  0.655  100000
7933.768    847   8.613  10.506  3.242  633.173  140.000  41.400  52.600  4.715  0.655  100000
7987.022    801   9.492  11.395  3.284  620.109  140.000  41.400  52.600  4.715  0.655  100000
7987.022    801   9.492  11.395  3.284  620.109  140.000  41.400  52.600  4.715  0.655  100000
7937.023    790   10.547  12.410  3.304  575.865  140.000  41.400  52.600  4.715  0.655  100000
7937.023    790   10.547  12.410  3.304  575.865  140.000  41.400  52.600  4.715  0.655  100000
7752.256    729   11.426  13.294  3.321  503.131  140.000  41.400  52.600  4.715  0.655  100000
7752.256    729   11.426  13.294  3.321  503.131  140.000  41.400  52.600  4.715  0.655  100000
7580.357    692   12.480  14.267  3.306  492.801  140.000  41.400  52.600  4.715  0.655  100000
7580.357    692   12.480  14.267  3.306  492.801  140.000  41.400  52.600  4.715  0.655  100000
7317.308    689   13.535  15.278  3.277  430.383  140.000  41.400  52.600  4.715  0.655  100000
7317.308    689   13.535  15.278  3.277  430.383  140.000  41.400  52.600  4.715  0.655  100000
7317.308    689   13.535  15.278  3.277  430.383  140.000  41.400  52.600  4.715  0.655  100000
7054.694    620   14.414  16.197  3.269  398.674  140.000  41.400  52.600  4.715  0.655  100000
7054.694    620   14.414  16.197  3.269  398.674  140.000  41.400  52.600  4.715  0.655  100000
6805.579    554   15.996  17.726  3.243  381.978  140.000  41.400  52.600  4.715  0.655  100000
6805.579    554   15.996  17.726  3.243  381.978  140.000  41.400  52.600  4.715  0.655  100000
6451.385    495   17.051  18.646  3.174  312.793  140.000  41.400  52.600  4.715  0.655  100000
6451.385    495   17.051  18.646  3.174  312.793  140.000  41.400  52.600  4.715  0.655  100000
6087.611    451   18.105  19.699  3.117  267.313  140.000  41.400  52.600  4.715  0.655  100000
6087.611    451   18.105  19.699  3.117  267.313  140.000  41.400  52.600  4.715  0.655  100000
5722.460    358   19.160  20.637  3.029  237.814  140.000  41.400  52.600  4.715  0.655  100000
5722.460    358   19.160  20.637  3.029  237.814  140.000  41.400  52.600  4.715  0.655  100000
5408.514    289   20.215  21.645  2.942  221.804  140.000  41.400  52.600  4.715  0.655  100000
5408.514    289   20.215  21.645  2.942  221.804  140.000  41.400  52.600  4.715  0.655  100000
5145.818    236   21.270  22.658  2.857  214.835  140.000  41.400  52.600  4.715  0.655  100000
5145.818    236   21.270  22.658  2.857  214.835  140.000  41.400  52.600  4.715  0.655  100000
4853.950    157   22.324  23.679  2.777  175.407  140.000  41.400  52.600  4.715  0.655  100000
4853.950    157   22.324  23.679  2.777  175.407  140.000  41.400  52.600  4.715  0.655  100000
4599.064    139   23.379  24.710  2.705  163.573  140.000  41.400  52.600  4.715  0.655  100000
4343.084    105   24.609  25.767  2.583  146.973  140.000  41.400  52.600  4.715  0.655  100000
4045.527     -7   30.586  31.107  2.254  131.345  140.000  41.400  52.600  4.715  0.655  100000
3764.512     16   31.289  31.826  1.998  82.772  140.000  41.400  52.600  4.715  0.655  100000
3436.587      6   31.992  32.543  1.797  40.326  140.000  41.400  52.600  4.715  0.655  100000
3111.572      6   31.992  32.543  1.637  10.460  140.000  41.400  52.600  4.715  0.655  100000
2716.909      7   32.695  33.275  1.519  -54.107  140.000  41.400  52.600  4.715  0.655  100000
2235.458     17   33.398  33.979  1.426  -127.975  140.000  41.400  52.600  4.715  0.655  100000
1805.233     17   33.398  33.979  1.351  -148.630  140.000  41.400  52.600  4.715  0.655  100000
1805.233     17   33.398  33.979  1.351  -148.630  140.000  41.400  52.600  4.715  0.655  100000
1246.133     30   34.805  35.416  1.303  -246.488  140.000  41.400  52.600  4.715  0.655  100000
1246.133     30   34.805  35.416  1.303  -246.488  140.000  41.400  52.600  4.715  0.655  100000
728.552     14   35.508  36.134  1.269  -275.866  140.000  41.400  52.600  4.715  0.655  100000
728.552     14   35.508  36.134  1.269  -275.866  140.000  41.400  52.600  4.715  0.655  100000
235.858     17   36.211  36.906  1.268  -312.846  140.000  41.400  52.600  4.715  0.655  100000
235.858     17   36.211  36.906  1.268  -312.846  140.000  41.400  52.600  4.715  0.655  100000
-121.202     20   37.090  37.946  1.325  -299.404  140.000  41.400  52.600  4.715  0.655  100000
-121.202     20   37.090  37.946  1.325  -299.404  140.000  41.400  52.600  4.715  0.655  100000
-407.559     30   38.145  38.926  1.344  -285.631  140.000  41.400  52.600  4.715  0.655  100000
-407.559     30   38.145  38.926  1.344  -285.631  140.000  41.400  52.600  4.715  0.655  100000
-717.692    -68   39.023  40.010  1.434  -334.592  140.000  41.400  52.600  4.715  0.655  100000
-717.692    -68   39.023  40.010  1.434  -334.592  140.000  41.400  52.600  4.715  0.655  100000
-1117.630   -353   39.902  41.012  1.550  -396.232  140.000  41.400  52.600  4.715  0.655  100000
-1117.630   -353   39.902  41.012  1.550  -396.232  140.000  41.400  52.600  4.715  0.655  100000
-1406.291   -655   40.781  42.013  1.688  -380.786  140.000  41.400  52.600  4.715  0.655  100000
-1406.291   -655   40.781  42.013  1.688  -380.786  140.000  41.400  52.600  4.715  0.655  100000
-1676.006  -1036   41.484  42.903  1.866  -399.512  140.000  41.400  52.600  4.715  0.655  100000
-1676.006  -1036   41.484  42.903  1.866  -399.512  140.000  41.400  52.600  4.715  0.655  100000
-1919.760  -1316   42.188  43.712  2.047  -405.112  140.000  41.400  52.600  4.715  0.655  100000
-1919.760  -1316   42.188  43.712  2.047  -405.112  140.000  41.400  52.600  4.715  0.655  100000
-1919.760  -1316   42.188  43.712  2.047  -405.112  140.000  41.400  52.600  4.715  0.655  100000
-2140.925  -1579   42.891  44.412  2.191  -407.655  140.000  41.400  52.600  4.715  0.655  100000
-2140.925  -1579   42.891  44.412  2.191  -407.655  140.000  41.400  52.600  4.715  0.655  100000
-2418.016  -1842   43.770  45.121  2.244  -437.417  140.000  41.400  52.600  4.715  0.655  100000
-2418.016  -1842   43.770  45.121  2.244  -437.417  140.000  41.400  52.600  4.715  0.655  100000
-2725.369  -2021   44.121  45.373  2.249  -470.533  140.000  41.400  52.600  4.715  0.655  100000
-2725.369  -2021   44.121  45.373  2.249  -470.533  140.000  41.400  52.600  4.715  0.655  100000
-3026.564  -2287   44.473  45.426  2.145  -473.155  140.000  41.400  52.600  4.715  0.655  100000
-3026.564  -2287   44.473  45.426  2.145  -473.155  140.000  41.400  52.600  4.715  0.655  100000
-3152.895  -2597   44.297  45.257  2.064  -426.563  140.000  41.400  52.600  4.715  0.655  100000
-3152.895  -2597   44.297  45.257  2.064  -426.563  140.000  41.400  52.600  4.715  0.655  100000
-3233.374  -2855   43.945  44.897  1.997  -404.794  140.000  41.400  52.600  4.715  0.655  100000
-3233.374  -2855   43.945  44.897  1.997  -404.794  140.000  41.400  52.600  4.715  0.655  100000
-3473.456  -1808   43.418  44.284  1.912  -471.686  140.000  41.400  52.600  4.715  0.655  100000
-3748.696   -853   42.891  43.610  1.790  -496.341  140.000  41.400  52.600  4.715  0.655  100000
-4103.862   -389   38.496  39.026  1.624  -543.428  140.000  41.400  52.600  4.715  0.655  100000
-4394.021   -351   37.969  38.327  1.428  -534.800  140.000  41.400  52.600  4.715  0.655  100000
-4736.091   -351   37.969  38.327  1.272  -580.907  140.000  41.400  52.600  4.715  0.655  100000
-5191.731   -394   37.441  37.610  1.078  -642.153  140.000  41.400  52.600  4.715  0.655  100000
-5593.868   -433   36.738  36.932  0.932  -661.127  140.000  41.400  52.600  4.715  0.655  100000
-6104.129   -494   36.211  36.259  0.762  -726.930  140.000  41.400  52.600  4.715  0.655  100000
-6365.417   -494   36.211  36.259  0.627  -657.541  140.000  41.400  52.600  4.715  0.655  100000
-6365.417   -494   36.211  36.259  0.627  -657.541  140.000  41.400  52.600  4.715  0.655  100000
-6661.434   -560   35.684  35.592  0.467  -677.802  140.000  41.400  52.600  4.715  0.655  100000
-6661.434   -560   35.684  35.592  0.467  -677.802  140.000  41.400  52.600  4.715  0.655  100000
-6691.549   -625   34.805  34.664  0.322  -577.272  140.000  41.400  52.600  4.715  0.655  100000
-6691.549   -625   34.805  34.664  0.322  -577.272  140.000  41.400  52.600  4.715  0.655  100000
-6698.157   -655   33.750  33.704  0.241  -564.523  140.000  41.400  52.600  4.715  0.655  100000
-6698.157   -655   33.750  33.704  0.241  -564.523  140.000  41.400  52.600  4.715  0.655  100000
-7006.596   -672   32.695  32.745  0.210  -690.922  140.000  41.400  52.600  4.715  0.655  100000
-7006.596   -672   32.695  32.745  0.210  -690.922  140.000  41.400  52.600  4.715  0.655  100000
-7353.650   -603   31.816  31.816  0.168  -718.730  140.000  41.400  52.600  4.715  0.655  100000
-7353.650   -603   31.816  31.816  0.168  -718.730  140.000  41.400  52.600  4.715  0.655  100000
-7726.020   -593   30.762  30.849  0.166  -758.682  140.000  41.400  52.600  4.715  0.655  100000
-7726.020   -593   30.762  30.849  0.166  -758.682  140.000  41.400  52.600  4.715  0.655  100000
-7982.220   -530   29.707  29.813  0.171  -726.911  140.000  41.400  52.600  4.715  0.655  100000
-7982.220   -530   29.707  29.813  0.171  -726.911  140.000  41.400  52.600  4.715  0.655  100000
-8131.186   -461   28.652  28.818  0.197  -696.143  140.000  41.400  52.600  4.715  0.655  100000
-8131.186   -461   28.652  28.818  0.197  -696.143  140.000  41.400  52.600  4.715  0.655  100000
-8291.548   -444   27.773  27.891  0.200  -701.993  140.000  41.400  52.600  4.715  0.655  100000
-8291.548   -444   27.773  27.891  0.200  -701.993  140.000  41.400  52.600  4.715  0.655  100000
-8291.548   -444   27.773  27.891  0.200  -701.993  140.000  41.400  52.600  4.715  0.655  100000
-8305.957   -352   26.719  26.909  0.229  -650.403  140.000  41.400  52.600  4.715  0.655  100000
-8305.957   -352   26.719  26.909  0.229  -650.403  140.000  41.400  52.600  4.715  0.655  100000
-8387.669   -345   25.137  25.399  0.279  -676.225  140.000  41.400  52.600  4.715  0.655  100000
-8387.669   -345   25.137  25.399  0.279  -676.225  140.000  41.400  52.600  4.715  0.655  100000
-8409.531   -281   24.258  24.408  0.278  -642.280  140.000  41.400  52.600  4.715  0.655  100000
-8409.531   -281   24.258  24.408  0.278  -642.280  140.000  41.400  52.600  4.715  0.655  100000
-8419.262   -248   23.027  23.322  0.329  -647.150  140.000  41.400  52.600  4.715  0.655  100000
-8419.262   -248   23.027  23.322  0.329  -647.150  140.000  41.400  52.600  4.715  0.655  100000
-8346.905   -198   22.148  22.388  0.351  -595.599  140.000  41.400  52.600  4.715  0.655  100000
-8346.905   -198   22.148  22.388  0.351  -595.599  140.000  41.400  52.600  4.715  0.655  100000
-8082.957   -153   20.918  21.289  0.416  -509.713  140.000  41.400  52.600  4.715  0.655  100000
-8082.957   -153   20.918  21.289  0.416  -509.713  140.000  41.400  52.600  4.715  0.655  100000
-7753.347   -122   20.039  20.329  0.438  -441.258  140.000  41.400  52.600  4.715  0.655  100000
-7753.347   -122   20.039  20.329  0.438  -441.258  140.000  41.400  52.600  4.715  0.655  100000
-7265.128    -89   18.984  19.298  0.464  -342.732  140.000  41.400  52.600  4.715  0.655  100000
-6704.666    -68   17.930  18.265  0.493  -261.926  140.000  41.400  52.600  4.715  0.655  100000
-6091.212     15   12.832  13.169  0.517  -184.060  140.000  41.400  52.600  4.715  0.655  100000
-5553.157     37   12.129  12.445  0.528  -159.027  140.000  41.400  52.600  4.715  0.655  100000
-5069.846     35   11.426  11.725  0.531  -132.964  140.000  41.400  52.600  4.715  0.655  100000
-4467.566     35   11.426  11.725  0.534  -33.933  140.000  41.400  52.600  4.715  0.655  100000
-3997.927     16   10.547  10.992  0.589  -45.704  140.000  41.400  52.600  4.715  0.655  100000
-3594.813     41   9.844  10.280  0.630  -24.923  140.000  41.400  52.600  4.715  0.655  100000
-3294.124     41   9.844  10.280  0.662  -35.501  140.000  41.400  52.600  4.715  0.655  100000
-3294.124     41   9.844  10.280  0.662  -35.501  140.000  41.400  52.600  4.715  0.655  100000
-2843.240     35   8.262  8.837  0.739  52.173  140.000  41.400  52.600  4.715  0.655  100000
-2843.240     35   8.262  8.837  0.739  52.173  140.000  41.400  52.600  4.715  0.655  100000
-2302.234     39   7.559  8.117  0.794  141.392  140.000  41.400  52.600  4.715  0.655  100000
-2302.234     39   7.559  8.117  0.794  141.392  140.000  41.400  52.600  4.715  0.655  100000
-1876.653     28   6.855  7.353  0.816  138.898  140.000  41.400  52.600  4.715  0.655  100000
-1876.653     28   6.855  7.353  0.816  138.898  140.000  41.400  52.600  4.715  0.655  100000
-1620.221     19   5.801  6.268  0.822  99.765  140.000  41.400  52.600  4.715  0.655  100000
-1620.221     19   5.801  6.268  0.822  99.765  140.000  41.400  52.600  4.715  0.655  100000
-1236.545     42   4.746  5.296  0.858  173.108  140.000  41.400  52.600  4.715  0.655  100000
-1236.545     42   4.746  5.296  0.858  173.108  140.000  41.400  52.600  4.715  0.655  100000
-1236.545     42   4.746  5.296  0.858  173.108  140.000  41.400  52.600  4.715  0.655  100000
-1003.304     35   3.867  4.246  0.823  151.175  140.000  41.400  52.600  4.715  0.655  100000
-1003.304     35   3.867  4.246  0.823  151.175  140.000  41.400  52.600  4.715  0.655  100000
-646.109     28   2.285  2.631  0.784  218.681  140.000  41.400  52.600  4.715  0.655  100000
-646.109     28   2.285  2.631  0.784  218.681  140.000  41.400  52.600  4.715  0.655  100000
-303.318     31   1.406  1.610  0.701  250.316  140.000  41.400  52.600  4.715  0.655  100000
-303.318     31   1.406  1.610  0.701  250.316  140.000  41.400  52.600  4.715  0.655  100000
-45.033     33   0.527  0.535  0.563  244.805  140.000  41.400  52.600  4.715  0.655  100000
-45.033     33   0.527  0.535  0.563  244.805  140.000  41.400  52.600  4.715  0.655  100000
120.721      1   -0.352  -0.482  0.402  223.880  140.000  41.400  52.600  4.715  0.655  100000
120.721      1   -0.352  -0.482  0.402  223.880  140.000  41.400  52.600  4.715  0.655  100000
243.641    -14   -1.406  -1.509  0.284  209.978  140.000  41.400  52.600  4.715  0.655  100000
243.641    -14   -1.406  -1.509  0.284  209.978  140.000  41.400  52.600  4.715  0.655  100000
416.877     77   -2.285  -2.557  0.128  252.021  140.000  41.400  52.600  4.715  0.655  100000
416.877     77   -2.285  -2.557  0.128  252.021  140.000  41.400  52.600  4.715  0.655  100000
565.657    210   -3.164  -3.552  -0.039  250.980  140.000  41.400  52.600  4.715  0.655  100000
565.657    210   -3.164  -3.552  -0.039  250.980  140.000  41.400  52.600  4.715  0.655  100000
657.855    373   -4.043  -4.556  -0.218  238.500  140.000  41.400  52.600  4.715  0.655  100000
657.855    373   -4.043  -4.556  -0.218  238.500  140.000  41.400  52.600  4.715  0.655  100000
791.908    521   -4.922  -5.462  -0.371  257.778  140.000  41.400  52.600  4.715  0.655  100000
791.908    521   -4.922  -5.462  -0.371  257.778  140.000  41.400  52.600  4.715  0.655  100000
936.367    613   -5.801  -6.268  -0.467  265.068  140.000  41.400  52.600  4.715  0.655  100000
936.367    613   -5.801  -6.268  -0.467  265.068  140.000  41.400  52.600  4.715  0.655  100000
1026.542    743   -6.504  -7.076  -0.582  257.372  140.000  41.400  52.600  4.715  0.655  100000
1121.828    878   -7.207  -7.709  -0.648  252.453  140.000  41.400  52.600  4.715  0.655  100000
1293.297    976   -9.668  -9.625  -0.502  262.942  140.000  41.400  52.600  4.715  0.655  100000
1578.263   1047   -9.844  -9.666  -0.337  339.095  140.000  41.400  52.600  4.715  0.655  100000
1819.915   1047   -9.844  -9.666  -0.204  339.609  140.000  41.400  52.600  4.715  0.655  100000
1997.318   1213   -9.844  -9.654  -0.094  324.724  140.000  41.400  52.600  4.715  0.655  100000
2335.051   1597   -9.844  -9.596  0.015  404.168  140.000  41.400  52.600  4.715  0.655  100000
2797.435   1823   -9.844  -9.471  0.148  479.983  140.000  41.400  52.600  4.715  0.655  100000
3213.464   1823   -9.844  -9.471  0.254  499.028  140.000  41.400  52.600  4.715  0.655  100000
3681.765   2417   -9.668  -9.269  0.349  550.325  140.000  41.400  52.600  4.715  0.655  100000
3681.765   2417   -9.668  -9.269  0.349  550.325  140.000  41.400  52.600  4.715  0.655  100000
3681.765   2417   -9.668  -9.269  0.349  550.325  140.000  41.400  52.600  4.715  0.655  100000
4230.703   2765   -9.316  -8.967  0.406  626.001  140.000  41.400  52.600  4.715  0.655  100000
4230.703   2765   -9.316  -8.967  0.406  626.001  140.000  41.400  52.600  4.715  0.655  100000
4742.863   2534   -8.438  -8.055  0.464  647.403  140.000  41.400  52.600  4.715  0.655  100000
4742.863   2534   -8.438  -8.055  0.464  647.403  140.000  41.400  52.600  4.715  0.655  100000
5120.641   1334   -7.559  -7.149  0.520  625.911  140.000  41.400  52.600  4.715  0.655  100000
5120.641   1334   -7.559  -7.149  0.520  625.911  140.000  41.400  52.600  4.715  0.655  100000
5550.022    715   -6.855  -6.211  0.650  662.851  140.000  41.400  52.600  4.715  0.655  100000
5550.022    715   -6.855  -6.211  0.650  662.851  140.000  41.400  52.600  4.715  0.655  100000
5841.846    433   -5.801  -5.186  0.744  643.155  140.000  41.400  52.600  4.715  0.655  100000
5841.846    433   -5.801  -5.186  0.744  643.155  140.000  41.400  52.600  4.715  0.655  100000
6212.929    362   -4.922  -4.244  0.842  689.852  140.000  41.400  52.600  4.715  0.655  100000
6212.929    362   -4.922  -4.244  0.842  689.852  140.000  41.400  52.600  4.715  0.655  100000
6629.605    319   -4.043  -3.210  0.976  729.531  140.000  41.400  52.600  4.715  0.655  100000
6629.605    319   -4.043  -3.210  0.976  729.531  140.000  41.400  52.600  4.715  0.655  100000
6802.048    315   -2.988  -2.178  1.076  655.977  140.000  41.400  52.600  4.715  0.655  100000
6802.048    315   -2.988  -2.178  1.076  655.977  140.000  41.400  52.600  4.715  0.655  100000
7038.249    320   -2.285  -1.221  1.247  674.188  140.000  41.400  52.600  4.715  0.655  100000
7169.200    366   -1.406  -0.234  1.424  644.492  140.000  41.400  52.600  4.715  0.655  100000
7317.173    495   0.000  1.305  1.614  649.928  140.000  41.400  52.600  4.715  0.655  100000
7317.173    495   0.000  1.305  1.614  649.928  140.000  41.400  52.600  4.715  0.655  100000
7175.391    537   0.527  1.989  1.823  519.380  140.000  41.400  52.600  4.715  0.655  100000
7175.391    537   0.527  1.989  1.823  519.380  140.000  41.400  52.600  4.715  0.655  100000
7175.391    537   0.527  1.989  1.823  519.380  140.000  41.400  52.600  4.715  0.655  100000
7127.911    612   1.230  2.719  1.999  544.081  140.000  41.400  52.600  4.715  0.655  100000
7127.911    612   1.230  2.719  1.999  544.081  140.000  41.400  52.600  4.715  0.655  100000
7253.009    617   2.813  4.190  2.100  614.930  140.000  41.400  52.600  4.715  0.655  100000
7253.009    617   2.813  4.190  2.100  614.930  140.000  41.400  52.600  4.715  0.655  100000
7509.786    626   3.867  5.164  2.151  676.785  140.000  41.400  52.600  4.715  0.655  100000
7509.786    626   3.867  5.164  2.151  676.785  140.000  41.400  52.600  4.715  0.655  100000
7715.874    565   4.922  6.169  2.174  669.821  140.000  41.400  52.600  4.715  0.655  100000
7954.088    483   5.977  7.178  2.175  696.601  140.000  41.400  52.600  4.715  0.655  100000
7914.631    217   11.074  12.079  2.104  594.880  140.000  41.400  52.600  4.715  0.655  100000
8035.872    191   11.777  12.809  2.058  646.331  140.000  41.400  52.600  4.715  0.655  100000
8141.222    191   11.777  12.809  2.020  646.841  140.000  41.400  52.600  4.715  0.655  100000
8201.922    143   12.656  13.552  1.941  636.802  140.000  41.400  52.600  4.715  0.655  100000
7999.225     99   13.359  14.264  1.881  510.925  140.000  41.400  52.600  4.715  0.655  100000
7798.275     97   14.238  14.975  1.772  499.166  140.000  41.400  52.600  4.715  0.655  100000
7504.821     97   14.238  14.975  1.685  426.201  140.000  41.400  52.600  4.715  0.655  100000
7504.821     97   14.238  14.975  1.685  426.201  140.000  41.400  52.600  4.715  0.655  100000
7143.155     47   15.117  15.691  1.556  374.915  140.000  41.400  52.600  4.715  0.655  100000
7143.155     47   15.117  15.691  1.556  374.915  140.000  41.400  52.600  4.715  0.655  100000
6755.596     17   16.172  16.669  1.425  322.668  140.000  41.400  52.600  4.715  0.655  100000
6755.596     17   16.172  16.669  1.425  322.668  140.000  41.400  52.600  4.715  0.655  100000
6349.090     -2   17.402  17.743  1.263  281.485  140.000  41.400  52.600  4.715  0.655  100000
6349.090     -2   17.402  17.743  1.263  281.485  140.000  41.400  52.600  4.715  0.655  100000
5974.226     -4   18.457  18.765  1.121  250.222  140.000  41.400  52.600  4.715  0.655  100000
5974.226     -4   18.457  18.765  1.121  250.222  140.000  41.400  52.600  4.715  0.655  100000
5577.797      8   19.512  19.812  1.006  202.467  140.000  41.400  52.600  4.715  0.655  100000
5577.797      8   19.512  19.812  1.006  202.467  140.000  41.400  52.600  4.715  0.655  100000
5251.951     21   20.566  20.895  0.923  192.676  140.000  41.400  52.600  4.715  0.655  100000
5251.951     21   20.566  20.895  0.923  192.676  140.000  41.400  52.600  4.715  0.655  100000
5001.780     16   21.621  21.967  0.864  193.361  140.000  41.400  52.600  4.715  0.655  100000
5001.780     16   21.621  21.967  0.864  193.361  140.000  41.400  52.600  4.715  0.655  100000
4735.865      0   22.676  22.949  0.790  164.885  140.000  41.400  52.600  4.715  0.655  100000
4735.865      0   22.676  22.949  0.790  164.885  140.000  41.400  52.600  4.715  0.655  100000
4444.100     -4   23.730  23.994  0.727  122.948  140.000  41.400  52.600  4.715  0.655  100000
4444.100     -4   23.730  23.994  0.727  122.948  140.000  41.400  52.600  4.715  0.655  100000
4444.100     -4   23.730  23.994  0.727  122.948  140.000  41.400  52.600  4.715  0.655  100000
4036.844      6   24.785  25.080  0.689  40.581  140.000  41.400  52.600  4.715  0.655  100000
4036.844      6   24.785  25.080  0.689  40.581  140.000  41.400  52.600  4.715  0.655  100000
3649.834     18   26.367  26.607  0.638  15.203  140.000  41.400  52.600  4.715  0.655  100000
3649.834     18   26.367  26.607  0.638  15.203  140.000  41.400  52.600  4.715  0.655  100000
3289.174      9   27.422  27.651  0.593  -11.380  140.000  41.400  52.600  4.715  0.655  100000
3289.174      9   27.422  27.651  0.593  -11.380  140.000  41.400  52.600  4.715  0.655  100000
2990.437      8   28.477  28.696  0.554  -15.620  140.000  41.400  52.600  4.715  0.655  100000
2990.437      8   28.477  28.696  0.554  -15.620  140.000  41.400  52.600  4.715  0.655  100000
2468.407     12   29.531  29.764  0.528  -144.060  140.000  41.400  52.600  4.715  0.655  100000
2468.407     12   29.531  29.764  0.528  -144.060  140.000  41.400  52.600  4.715  0.655  100000
1760.276     17   30.586  30.782  0.493  -271.203  140.000  41.400  52.600  4.715  0.655  100000
1760.276     17   30.586  30.782  0.493  -271.203  140.000  41.400  52.600  4.715  0.655  100000
1196.354     29   31.641  31.839  0.467  -270.289  140.000  41.400  52.600  4.715  0.655  100000
1196.354     29   31.641  31.839  0.467  -270.289  140.000  41.400  52.600  4.715  0.655  100000
620.193     37   32.520  32.867  0.500  -331.449  140.000  41.400  52.600  4.715  0.655  100000
-114.893     28   33.574  33.949  0.536  -446.528  140.000  41.400  52.600  4.715  0.655  100000
-703.259      7   38.320  39.271  0.775  -474.060  140.000  41.400  52.600  4.715  0.655  100000
-1132.389    -11   38.848  39.972  1.029  -433.989  140.000  41.400  52.600  4.715  0.655  100000
-1354.541   -490   39.375  40.682  1.299  -379.972  140.000  41.400  52.600  4.715  0.655  100000
